LexicalID ^ Aramaic ^ Pronunciation ^ Transliteration ^ TotalTranslation ^ AVTranslationsWithCount ^ Root ^ Connections ^ TWOTNumber ^ POS ^ LexicalEntries
1 ^ False ^ awb ^ 'ab ^ 1215 ^ father 1205; chief 2; families 2; desire 1; fatherless + 0369 1; forefathers + 07223 1; patrimony 1; prince 1; principal 1;  ^ True ^ a root ^ 4a ^ n m ^ 1 father of an individual; 2 of God as father of his people; 3 head or founder of a household, group, family, or clan; 4 ancestor; 4a grandfather, forefathers -- of person; 4b of people; 5 originator or patron of a class, profession, or art; 6 of producer, generator (fig.); 7 of benevolence and protection (fig.); 8 term of respect and honour; 9 ruler or chief (spec.); 
2 ^ True ^ ab ^ 'ab ^ 9 ^ father 9;  ^ False ^ corresponding to 01 ^ 2553 ^ n m ^ 1 father; 
3 ^ False ^ abe ^ 'eb ^ 2 ^ greenness 1; fruits 1;  ^ False ^ from the same as 024 ^ 1a ^ n m ^ 1 freshness, fresh green, green shoots, or greenery; 
4 ^ True ^ abe ^ 'eb ^ 3 ^ fruit 3;  ^ False ^ corresponding to 03 ^ 2554 ^ n m ^ 1 fruit, fresh, young, greening; 
5 ^ False ^ ab-ag-thaw' ^ 'Abagtha' ^ 1 ^ Abagtha 1;  ^ False ^ of foreign origin ^  ^ n pr m ^ 1 one of the seven eunuchs in the Persian court of Ahasuerus; 
6 ^ False ^ aw-bad' ^ 'abad ^ 184 ^ perish 98; destroy 62; lose 10; fail 2; surely 2; utterly 2; broken 1; destruction 1; escape 1; flee 1; spendeth 1; take 1; undone 1; void 1;  ^ True ^ a primitive root ^ 2 ^ v ^ 1 perish, vanish, go astray, be destroyed; 1a (Qal); 1a1 perish, die, be exterminated; 1a2 perish, vanish (fig.); 1a3 be lost, strayed; 1b (Piel); 1b1 to destroy, kill, cause to perish, to give up             (as lost), exterminate; 1b2 to blot out, do away with, cause to vanish, (fig.); 1b3 cause to stray, lose; 1c (Hiphil); 1c1 to destroy, put to death; 1c1a of divine judgment; 1c2 object name of kings (fig.); 
7 ^ True ^ ab-ad' ^ 'abad ^ 7 ^ to destroy 5; to perish 2;  ^ False ^ corresponding to 06 ^ 2555 ^ v ^ 1 to perish, vanish; 1a (P'al) shall perish; 1b (Aphel) destroy; 1c (Hophal) be destroyed; 
8 ^ False ^ o-bade' ^ 'obed ^ 2 ^ perish 2;  ^ False ^ active of participle of 06 ^ 2a ^ n m ^ 1 destruction; 
9 ^ False ^ ab-ay-daw' ^ 'abedah ^ 4 ^ lost thing 3; that which was lost 1;  ^ False ^ from 06 ^ 2b ^ n f ^ 1 a lost thing, something lost; 
10 ^ False ^ ab-ad-do' ^ 'abaddoh ^ 1 ^ destruction 1;  ^ False ^ the same as 09, incorrectly written for 011 ^ 2b ^ n f ^ 1 a lost thing, something lost, a perishing; 
11 ^ False ^ ab-ad-done' ^ 'abaddown ^ 6 ^ destruction 6;  ^ False ^ intensive from 06 ^ 2d ^ n pr loc ^ 1 place of destruction, destruction, ruin, Abaddon; 
12 ^ False ^ ab-dawn' ^ 'abdan ^ 1 ^ destruction 1;  ^ False ^ from 06 ^ 2c ^ n m ^ 1 destruction; 
13 ^ False ^ ob-dawn' ^ 'obdan ^ 1 ^ destruction 1;  ^ False ^ from 06 ^ 2c ^ n m ^ 1 destruction; 
14 ^ False ^ aw-baw' ^ 'abah ^ 54 ^ would 42; will 4; willing 4; consent 3; rest content 1;  ^ True ^ a primitive root ^ 3 ^ v ^ 1 to be willing, consent; 1a (Qal); 1a1 to be willing; 1a2 to consent, yield to, accept; 1a3 to desire; 
15 ^ False ^ aw-beh' ^ 'abeh ^ 1 ^ desire 1;  ^ False ^ from 014 ^ 3 ^ n f ^ 1 entreat, longing, desire; 
16 ^ False ^ ay-beh' ^ 'ebeh ^ 1 ^ swift 1;  ^ False ^ from 014 (in the sense of bending toward) ^ 3c ^ n m ^ 1 reed, papyrus++++ Probably ships made of reeds or papyrus were the clipper sailing ships of those days because of their speed.; 
17 ^ False ^ ab-o'ee ^ 'abowy ^ 1 ^ sorrow 1;  ^ False ^ from 014 (in the sense of desiring) ^ 3d ^ interj ^ 1 Oh!, Woe!, (exclamation of pain -- indicates desire or uneasiness); 
18 ^ False ^ ay-booce' ^ 'ebuwc ^ 3 ^ crib 3;  ^ False ^ from 075 ^ 10a ^ n m ^ 1 crib, manger, feeding trough; 
19 ^ False ^ ib-khaw' ^ 'ibchah ^ 1 ^ point (of the sword) 1;  ^ False ^ from an unused root (apparently meaning to turn) ^ 786b ^ n f ^ 1 slaughter, flesh, meat, slaughtered meat; 
20 ^ False ^ ab-at-tee'-akh ^ 'abattiyach ^ 1 ^ melons 1;  ^ False ^ of uncertain derivation ^ 234a ^ n m ^ 1 watermelon, Egyptian fruit; 
21 ^ False ^ ab-ee' ^ 'Abiy ^ 1 ^ Abi 1;  ^ False ^ from 01 ^  ^ n pr f ^ 1 mother of Hezekiah (cf 029); 
22 ^ False ^ ab-ee-ale' ^ 'Abiy'el ^ 3 ^ Abiel 3;  ^ False ^ from 01 and 0410 ^  ^ n pr m ^ 1 Saul's grandfather; 
23 ^ False ^ ab-ee-aw-sawf' ^ 'Abiy'acaph ^ 1 ^ Abiasaph 1;  ^ False ^ from 01 and 0622 ^  ^ n pr m ^ 1 son (descendant) of Korah; 
24 ^ False ^ aw-beeb' ^ 'abiyb ^ 8 ^ Abib 6; in the ear 1; green ears of corn 1;  ^ False ^ from an unused root (meaning to be tender) ^ 1b ^ n m ^ 1 fresh, young barley ears, barley; 2 month of ear-forming, of greening of crop, of growing green    Abib, month of exodus and passover (March or April); 
25 ^ False ^ ab-ee' ^ ghib-one'} ^ 2 ^ father of Gibeon 2;  ^ False ^ from 01 and 01391 ^  ^ n pr m ^ 1 site of great Bamah, location of the tabernacle of the Lord    in the high place; 
26 ^ False ^ ab-ee-gal' ^ 'Abiygal ^ 17 ^ Abigail 17;  ^ False ^ from 01 and 01524 ^  ^ n pr f ^ 1 wife of Nabal, then of David; 2 sister of David; 
27 ^ False ^ ab-ee-dawn' ^ 'Abiydan ^ 5 ^ Abidan 5;  ^ False ^ from 01 and 01777 ^  ^ n pr m ^ 1 a prince (ruler) of Benjamin; 
28 ^ False ^ ab-ee-daw' ^ 'Abiyda` ^ 2 ^ Abida 2;  ^ False ^ from 01 and 03045 ^  ^ n pr m ^ 1 fourth son of Midian and grandson of Abraham by his wife    Keturah (after Sarah died); 
29 ^ False ^ ab-ee-yaw'-hoo ^ 'Abiyahuw ^ 25 ^ Abijah 20; Abiah 4; Abia 1;  ^ False ^ from 01 and 03050 ^  ^ n pr m ^ 1 king of Judah, son and successor of Rehoboam; 2 second son of Samuel; 3 son of Jeroboam the first, king of Israel; 4 son of Becher, a Benjamite; 5 head of a priestly house (one of the 24 Levite groups); 6 head of a priestly house (after the exile); 7 wife of Hezron; 8 mother of Hezekiah (cf 021); 
30 ^ False ^ ab-ee-hoo' ^ 'Abiyhuw' ^ 12 ^ Abihu 12;  ^ False ^ from 01 and 01931 ^  ^ n pr m ^ 1 a son of Aaron destroyed for sacrificing strange fire to God; 
31 ^ False ^ ab-ee-hood' ^ 'Abiyhuwd ^ 1 ^ Ahihud 1;  ^ False ^ from 01 and 01935 ^  ^ n pr m ^ 1 son of Bela, a Benjamite; 
32 ^ False ^ ab-ee-khah'-yil ^ 'Abiychayil ^ 6 ^ Abihail 6;  ^ False ^ from 01 and 02428 ^  ^ n pr m ^ 1 a Levite in Moses's time; 2 a Gadite; 3 father of Esther; 4 wife of Abishur; 5 wife of Rehoboam; 
33 ^ False ^ ab-ee'-haw-ez-ree' ^ ha-`Ezriy ^ 3 ^ Abiezrite 3;  ^ False ^ from 044 with the article inserted ^  ^ n pr m ^ 1 one of the family of Abiezer, a descendant of Joseph's son, Manasseh; 
34 ^ False ^ eb-yone' ^ 'ebyown ^ 61 ^ needy 35; poor 24; beggar 1; poor man 1;  ^ False ^ from 014, in the sense of want (especially in feeling) ^ 3a ^ m adj ^ 1 in want, needy, chiefly poor, needy person; 2 subject to oppression and abuse; 3 needing help, deliverance from trouble, especially as delivered by God; 4 general reference to lowest class; 
35 ^ False ^ ab-ee-yo-naw' ^ 'abiyownah ^ 1 ^ desire 1;  ^ False ^ from 014 ^ 3b ^ n f ^ 1 caper-berry - of stimulating desire; 
